,pk,URL,news_headline,impact_type,translated
117,912,https://esg.businesstoday.com.tw/article/category/190807/post/202107230017,震撼！王文淵卸任台化董座、副董洪福源接棒　台塑王家退出第一線經營,2,"Shock! Wang Wenyuan stepped down as Donghua Dongzheng, deputy Dong Hongfuyuan took over the Formosa Plastics Wang family withdraw from the front line to operate"
118,677,https://esg.businesstoday.com.tw/article/category/180688/post/202102260014,力挺小微企業  玉山創新思維實踐普惠金融,0,Li Ting Xiaowei Enterprise Yushan Innovative Thinking Practice Inclusive Finance
119,2338,https://esg.businesstoday.com.tw/article/category/190807/post/202211100020,10人小公司 如何引進國際大廠Watergen成為今年GCSF獨家飲用水？,0,How does a small company introduce the international manufacturer Watergen as the exclusive drinking water of GCSF this year?
120,444,https://esg.businesstoday.com.tw/article/category/180687/post/202010150044,台灣首例危老廠辦動工！結合綠建築、智慧宅…富創得要把老舊廠變高科技廠辦,0,Taiwan's first dangerous factories start construction! Combined with green buildings and smart houses ... Fuchuang has to turn the old factory to turn high -tech factories
121,807,https://esg.businesstoday.com.tw/article/category/180687/post/202105050067,為時已晚！氣候暖化太快...科學家：2050年我們將失去10％冰川,3,"It's too late! Climate warming is too fast ... Scientists: In 2050, we will lose 10 % glaciers"
122,2404,https://esg.businesstoday.com.tw/article/category/180688/post/202212060030,讓職員準時下班、讓利給老師... 幼稚園師資難尋，四季藝術如何讓90％的人才留任，用愛陪伴師生？,0,Let the staff get off work on time and let the teacher ... the kindergarten teacher is difficult to find. How can the four seasons art make 90 % of talents stay in office and use love to accompany teachers and students?
123,281,https://esg.businesstoday.com.tw/article/category/180688/post/202007080035,溫水煮青蛙的38年,3,38 years of boiled frogs in warm water
124,454,https://esg.businesstoday.com.tw/article/category/180689/post/202010200025,廚工變照護員、護理師累到流產…老人之家爆黑幕！入住安養院想避免踩雷「這件事」是關鍵,3,Kitchen workers are changing to nurses and nurses. It is the key
125,1772,https://esg.businesstoday.com.tw/article/category/180689/post/202204210008,福斯集團第一季賣出近十萬輛純電動車，為何年增 65％ 卻開心不起來？,2,"The Foss Group sold nearly 100,000 pure electric vehicles in the first season. Why did it increase by 65 % of the year?"
126,830,https://esg.businesstoday.com.tw/article/category/180687/post/202105260076,台灣百年大旱！你不知道的三大水源，將成救命泉源,3,Hundred years of drought in Taiwan! The three major water sources you don't know will become the source of life -saving spring
127,309,https://esg.businesstoday.com.tw/article/category/180687/post/202008100020,極端高溫已經來臨！科學家告訴你：為何「潮濕」氣候比乾旱更致命？,3,"Extreme high temperature has come! Scientists tell you: Why is the ""humid"" climate more fatal than drought?"
128,2429,https://esg.businesstoday.com.tw/article/category/180689/post/202212140008,名片上沒有職稱、長榮四兄弟中最低調的大阿哥張國華：曾遁走16年最終接掌大位「其實我喜歡自由」,0,"There is no job title on the business card, the lowest -key big brother Zhang Guohua among the four brothers of Evergreen: I have taken it in 16 years and finally took over the big position ""Actually I like freedom"""
129,1128,https://esg.businesstoday.com.tw/article/category/180687/post/202110130031,外送爆發背後：回收不確實、焚化變空汙！ 廢紙餐具回收量卡關，先查製造端黑數,3,"Behind the delivery explosion: Recycling is uncertain, incineration becomes empty! Card the recycling of waste paper tableware, first check the manufacturing end black number"
130,1072,https://esg.businesstoday.com.tw/article/category/190807/post/202109260016,中國多省嚴格限電減排，最慘「開二停五」！台商大本營昆山「響應號召」停產到月底,3,"In many provinces in China, strict electricity limit reduction and emission reduction, the worst ""open two stops""! Taiwan Business Camp Kunshan ""response call"" stops production until the end of the month"
131,1726,https://esg.businesstoday.com.tw/article/category/180689/post/202204080026,如何讓技術長、財務長都來做 ESG？友達永續長古秀華：上任第一年，我開了 263 場會議,0,"How to make the technical chief and the chief financial officer do ESG? AUO Sustainable Chang Gu Xiuhua: In the first year of taking office, I opened 263 meetings"
132,954,https://esg.businesstoday.com.tw/article/category/180687/post/202108050007,機構投資人施壓減排！鋼鐵廠需砸錢，鋼價成本恐飆,3,"Institutional investors should be pressured and reduced! Steel manufacturers need to smash money, and the cost of steel price is afraid of soaring"
133,438,https://esg.businesstoday.com.tw/article/category/180687/post/202010140057,鯊魚撞牆、水母打結自殘！網友批Xpark宛如「動物煉獄」 歌手陳芳語怒：噁心的地方,1,"Shark hit the wall, jellyfish knotted himself! Netizens approved XPARK as ""Animal Purgatory"" singer Chen Fangyu anger: disgusting place"
134,1965,https://esg.businesstoday.com.tw/article/category/180687/post/202207080022,從賞鳥活動中找到創業點子！海盛科技用AI幫魚健康檢查，為漁民提升30％產量,0,"Find entrepreneurial points from bird watching activities! Haisheng Technology uses AI to help fish health inspections, increasing the output for fishermen by 30 %"
135,621,https://esg.businesstoday.com.tw/article/category/180687/post/202101200063,兩杯拿鐵的錢，就能發揮影響力投資！這個英國募資投資平台，讓每一分錢有10倍乘數效應,3,Two cups of latte's money can give full play to influence investment! This British fund fundraising platform makes each penny of 10 times multiplication effect
136,1679,https://esg.businesstoday.com.tw/article/category/180687/post/202203220043,仁愛路與忠孝東路僅一街之隔，為何溫度卻低2.6度？台灣房屋老董彭培業：原因是「這個」，新加坡大勝台北,0,"Renai Road and Zhongxiao East Road are only one street, why is the temperature low 2.6 degrees? Taiwan House Elder Dong Peipei: The reason is ""This""."
137,1698,https://esg.businesstoday.com.tw/article/category/180687/post/202203300017,白色污染無處不在，首次在人體血液發現微塑膠,3,"White pollution is everywhere, and for the first time in human blood, microplastics are found"
138,801,https://esg.businesstoday.com.tw/article/category/180689/post/202105030039,2021年ESG概念股大揭秘：台積電、中鋼、遠傳入列！81家企業獲選最佳公司治理評鑑,3,"2021 ESG concept stocks revealed the secret: TSMC, Sinosteel, and Yuan Dynasty entered columns! 81 companies were selected for the best company governance evaluation"
139,118,https://esg.businesstoday.com.tw/article/category/180687/post/201903200055,星巴克指定、歐普拉推薦！34歲女會計師，設計出時尚又環保的保溫瓶,0,"Starbucks designated, Epora recommended! 34 -year -old female accountant, designed a stylish and environmentally friendly insulation bottle"
140,1756,https://esg.businesstoday.com.tw/article/category/180689/post/202204180010,曾停電1小時損失900萬！日月光行政長談ESG：水電看似枝微末節，其實是經營的大問題,0,"He lost 9 million for 1 hour! Director of the Sun Moonlight Talking about ESG: Hydropower seems to be slightly fixed, but it is actually a big problem in business."
141,1133,https://esg.businesstoday.com.tw/article/category/180687/post/202110130051,衝擊產業上百億！淨零賽局中，台灣如何因應國際碳邊境稅衝擊，逆境求生？,3,"The impact industry is tens of billions! In the net zero game, how can Taiwan survive in response to the impact of international carbon border taxes?"
142,2349,https://esg.businesstoday.com.tw/article/category/180687/post/202211170007,地球升溫超過1.5度，將失去七至九成珊瑚礁... 歌手艾麗高登：珊瑚保育失敗，人類就失敗,1,"The earth's warming exceeds 1.5 degrees, and 70 % to 90 % of coral reefs will be lost ... Singer Eligon: Coral conservation fails, human beings fail"
143,823,https://esg.businesstoday.com.tw/article/category/180687/post/202105190030,「天才IT大臣」唐鳳再次出手！全國通用「實聯制」APP將上線，一文秒懂怎麼用,4,"""Genius IT Minister"" Tang Feng shot again! The National ""Real United System"" APP will be launched, how to use it in one second"
144,2366,https://esg.businesstoday.com.tw/article/category/180687/post/202211230031,海上什麼都有，什麼都不奇怪... 廢棄物圖鑑第三彈！ 成人用品、韓國軍用料理包台灣海岸現蹤,3,"There are everything at sea, no strange ... the abandonment book is the third! Adult supplies, Korean military dishes include Taiwan Coasts"
145,1711,https://esg.businesstoday.com.tw/article/category/180687/post/202204060012,IPCC探討全球暖化需求面解方，學者：消費轉型可帶來7成減碳,3,"IPCC explores global warming demand, scholars: consumption transformation can bring 70 % carbon reduction"
146,1717,https://esg.businesstoday.com.tw/article/category/180687/post/202204060027,減碳目標和歐美有落差、規畫細膩度不如日本... 台灣淨零路徑須更具體 ，才能符合國際標準,3,"The carbon reduction target has a gap with Europe and the United States, and the fineness of the plan is not as good as Japan ... Taiwan's net zero road must be more specific to meet international standards"
147,735,https://esg.businesstoday.com.tw/article/category/180687/post/202103260022,《溫管法》修法將更名《氣候法》！應對氣候變遷，新增碳費與調適專章,3,"The practice of ""Temperature Management"" will be renamed ""Climate Law""! Copy climate change, new carbon fee and adjustment special chapter"
148,1558,https://esg.businesstoday.com.tw/article/category/180687/post/202202220021,台灣淨零碳排路徑政策落後，政府別畫大餅，關鍵是怎麼做？,3,Taiwan's net zero -carbon row policy is backward. Do n’t draw big cakes in the government. What is the key?
149,2219,https://esg.businesstoday.com.tw/article/category/180687/post/202210120070,「人類文明第一次，二氧化碳要算錢！」陳來助：碳中和產業是未來30年最夯工作,0,"""For the first time human civilization, carbon dioxide must be calculated!"""
150,1097,https://esg.businesstoday.com.tw/article/category/190807/post/202109300029,新北邀請大家一起成為最潮的「不塑之客」　用實際行動守護地球,3,"New Taipei invites everyone to become the most tide ""non -plastic guest"" to protect the earth with actual actions"
151,125,https://esg.businesstoday.com.tw/article/category/180687/post/201904170045,超愛台紐西蘭兄弟　用MIT拖鞋拯救世界,0,Super Love Taiwan's New Zealand Brothers use MIT slippers to save the world
152,1546,https://esg.businesstoday.com.tw/article/category/180687/post/202202170007,每年生產超過1200億個塑膠瓶，曾蟬聯四屆「塑膠污染」冠軍... 可口可樂宣布：2030年重複使用包裝將達25％,0,"The annual production of more than 120 billion plastic bottles is produced, and the four sessions of the ""Plastic Pollution"" champion have been won ... Coca -Cola announced that it will reach 25 % of the packaging in 2030"
153,1544,https://esg.businesstoday.com.tw/article/category/180689/post/202202160029,雅虎日本讓員工遠距工作，有必要進辦公室還可以坐飛機,2,"Yahoo Japan allows employees to work long, and it is necessary to enter the office and can also take a plane"
154,1548,https://esg.businesstoday.com.tw/article/category/190807/post/202202170016,布局綠能、儲能、電池！台泥超級電池工廠徵才，兩年內招募逾350人,0,"Layout green energy, energy storage, battery! Tattoo super battery factories are recruited, and more than 350 people are recruited within two years"
155,1862,https://esg.businesstoday.com.tw/article/category/180687/post/202205260008,碳中和正夯》碳稅、碳費差在哪？企業因「碳」被收哪些費用，帶你一次看,3,"What is the difference between carbon taxes and carbon taxes? What are the costs of the company's ""carbon"" and take you to see it once"
156,232,https://esg.businesstoday.com.tw/article/category/180688/post/202004240005,失業勞工注意！這七種狀況才能領失業給付,4,Attention of unemployment workers! These seven situations can receive unemployment payment
157,669,https://esg.businesstoday.com.tw/article/category/180687/post/202102240079,從「德州大停電」看台灣氣候風險：極端氣候下，核能有比較可靠嗎？,3,"From the ""Texas Power Treatment"", the climate risk of Taiwan is more reliable under extreme climate?"
158,2424,https://esg.businesstoday.com.tw/article/category/180687/post/202212130026,COP27給台灣的五個啟示》氣候外交是台灣的機會，反漂綠趨勢是ESG新風險,3,"COP27's five revelations to Taiwan's climate diplomacy is an opportunity for Taiwan, anti -drifting green trend is the new risk of ESG"
159,755,https://esg.businesstoday.com.tw/article/category/190807/post/202104070026,勞動專題》協助勞工轉職再就業及因應勞動市場數位人才需求,3,"""Labor Topics"" assists labor to transfer to employment and rely on the needs of several talents in the labor market"
160,928,https://esg.businesstoday.com.tw/article/category/180688/post/202107290031,為什麼台灣人對莊智淵這麼有感？老將的價值不在贏球，而是千萬人來吾往矣的心境,4,"Why do Taiwanese feel so much about Zhuang Zhiyuan? The value of the veteran is not to win, but the mood of tens of millions of people coming to my."
161,1454,https://esg.businesstoday.com.tw/article/category/180688/post/202201130027,讓四大馬拉松為永續而跑！富邦「Run For Green」跑者每一步都算「樹」,0,"Let the four major marathon run for sustainability! Fubon ""Run for Green"" runner is regarded as ""tree"" every step"
162,190,https://esg.businesstoday.com.tw/article/category/180687/post/201912250016,《牛津詞典》2019年度代表字,3,"""Oxford Dictionary"" 2019 representative word"
163,2144,https://esg.businesstoday.com.tw/article/category/180687/post/202209140057,「台積電每用1度電生產半導體，可幫世界省下4度電」 劉德音：製程愈先進　產品省電效能愈高,0,"""TSMC produces semiconductors for every 1 degree of electricity, and can help the world to save 4 degrees of electricity."" Liu Deyin: The more advanced products, the higher the power saving capacity, the higher the efficiency"
164,1129,https://esg.businesstoday.com.tw/article/category/180689/post/202110130030,擺脫「股東至上」迷思！ESG意識抬頭，企業更重視這兩件事,3,"Get rid of ""shareholders first"" myth! ESG consciousness looks up, and companies pay more attention to these two things"
165,500,https://esg.businesstoday.com.tw/article/category/180687/post/202011060029,台泥漁電共生案明年發電　逾1.6萬戶整年用電無虞,0,"The coexistence case of Taibu fishing and electricity will generate more than 16,000 households next year."
166,1334,https://esg.businesstoday.com.tw/article/category/180687/post/202112070013,國泰金年底前完成碳盤查！董事長蔡宏圖：No ESG No Money,0,Cathay Gold completed a carbon check before the end of the year! Chairman Cai Hongtu: No ESG No Money
167,1665,https://esg.businesstoday.com.tw/article/category/180687/post/202203220036,沙漠中也能水耕蔬菜！沙國新科技「水凝膠膜」轉化液態水,3,"Vegetables can also be hydated in the desert! Sha Guoxin Technology's ""Hydraulic Melter film"" conversion liquid water"
168,1677,https://esg.businesstoday.com.tw/article/category/180689/post/202203230012,20 天自我實現假、每月交流補助... Whoscall 開發商推「遠端優先」新政，今年要擴大招募,0,"20 days of self -realization leave, monthly exchange subsidy ... Whoscall developers have pushed the new policy of ""remote priority"", which will expand recruitment this year"
169,1759,https://esg.businesstoday.com.tw/article/category/190807/post/202204190006,全球最「綠」的面板業者，友達給出企業邁向 ESG 目標實質建議,0,"The most ""green"" panel industry in the world, AUO gives the company's substantial suggestion to the ESG target"
170,1192,https://esg.businesstoday.com.tw/article/category/180689/post/202111010001,水泥業龍頭蓋電池廠為哪樁？張安平親揭台泥「不得不」的藍圖,0,"What is the cement industry faucet cover battery factory? Zhang Anping personally unveiled the blueprint of the ""have to"" ""have to"" ""have to"" ""have to"" make a blueprint"
171,810,https://esg.businesstoday.com.tw/article/category/180689/post/202105060035,不只捐血、淨灘，還到柬埔寨社區建屋！玉山的「志工文化」：愛無國界，金融可以讓世界更美好,0,"Not only donating blood and clean beach, but also building a house in the Cambodian community! Yushan's ""volunteer culture"": love without borders, finance can make the world better"
172,1942,https://esg.businesstoday.com.tw/article/category/180689/post/202206290011,從賠錢做到6成營收比重！宏碁資訊猛抓雲端商機，得從20年前網通泡沫後的「殘局」說起,0,"From losing money to 60 % of the proportion of revenue! Acer information has grasped the cloud business opportunities, and it must be mentioned from the ""endgame"" after the Netcom foam 20 years ago."
173,1855,https://esg.businesstoday.com.tw/article/category/190807/post/202205250058,企業永續誰玩真的？ 綠盟「ESG檢測儀」輕鬆現形，募資同步起跑,3,"Who plays the company's permanent? The Green League ""ESG Testing Instrument"" is easy to form, and the fundraising starts simultaneously"
174,1254,https://esg.businesstoday.com.tw/article/category/180689/post/202111160010,經營企業「不賺錢是罪惡」，大同發不發得出股利？董座盧明光揭2大關鍵因素,0,"It is ""sinful"" by operating an enterprise ""not making money."" Dongzhi Lu Mingguang unveiled 2 key factors"
175,2213,https://esg.businesstoday.com.tw/article/category/190807/post/202210070032,辰亞能源攜手本土三大銀行 全球最大海上型太陽能電廠再下一城,0,Chenya Energy and the three major local banks in the world's largest sea -type solar power plant will be the next city
176,1159,https://esg.businesstoday.com.tw/article/category/180689/post/202110210030,ESG是不是一項好的投資？SOGO董座黃晴雯：良善是唯一不會失敗的投資,0,Is ESG a good investment? SOGO Dongzhu Huang Qingwen: Goodness is the only investment that will not fail
177,2033,https://esg.businesstoday.com.tw/article/category/180689/post/202208030031,焦家點子王帶頭大轉舵，為何華新麗華3年來投資大手筆超過資本額？ 故事要從10年前說起,0,Jiao Jiaxun Wang took the lead in turning the rudder. Why did Huaxin Lihua have invested in the capital over three years? The story starts from 10 years ago
178,1861,https://esg.businesstoday.com.tw/article/category/180689/post/202205260011,俄烏戰、通膨飆…連張安平都坦言「近十年最困難的一年」，台泥營收為何還能逆勢成長？,0,"The Russian and Ukraine War, inflation ... Even Zhang Anping admitted that ""the most difficult year in the past ten years"", why can Taiwan mud revenue grow against the trend?"
179,2242,https://esg.businesstoday.com.tw/article/category/180687/post/202210190016,25億梵谷「向日葵」名畫遭潑蕃茄湯！英國環團曝原因：若非如此，我們永遠不會毀損它,3,"2.5 billion Van Gogh's ""Sunflower"" famous paintings were splashed with tomato soup! Reasons for the British Ring Group: If not, we will never damage it"
180,521,https://esg.businesstoday.com.tw/article/category/180688/post/202011230031,13歲的她，被老師阻止打棒球...只因台灣職棒從未有女性！台灣第一位棒球女主審，登上聯合國總部，爭取女性運動權,3,"At the age of 13, she was prevented by the teacher from playing baseball ... Because there are never women in the Taiwan professional baseball! Taiwan's first baseball heroine trial, boarded the United Nations headquarters, and strive for women's exercise rights"
181,573,https://esg.businesstoday.com.tw/article/category/180687/post/202012210018,為了減緩北極冰層融化，科學家提出大膽計畫：在冰上灑玻璃,3,"In order to slow down the melting of the Arctic ice, scientists have proposed bold plans: sprinkle glass on ice"
182,591,https://esg.businesstoday.com.tw/article/category/180687/post/202012290006,日本發表「綠色成長戰略」：拚2050年再生能源佔比50-60％,3,"Japan published the ""Green Growth Strategy"": Fun 2050 renewable energy accounts for 50-60 %"
183,1631,https://esg.businesstoday.com.tw/article/category/180687/post/202203110025,獲億元種子輪募資，緯創、聯訊都投資的植物油脂新創Lypid什麼來頭？,0,"What is the starting of the plant oil that has received 100 million yuan seeds and invested by Weizhong and Lianxun Du, what is the starting of Lypid?"
184,705,https://esg.businesstoday.com.tw/article/category/180687/post/202103110014,智慧城市是永續投資的基底：地表最環保的城市，丹麥哥本哈根如何生成？,3,"Smart cities are the base of sustainable investment: the most environmentally friendly city on the surface, how does Denmark Copenhagen generate?"
185,1885,https://esg.businesstoday.com.tw/article/category/180689/post/202206020013,【鐵飯碗比不過 5 倍年薪】金控狂缺資安人才！祭年薪 500 萬高薪從「警界」挖角,3,"[Iron rice bowl is only 5 times the annual salary of the year] Golden Control Crazy Lack of Talents! The annual salary of 5 million salary is 5 million high salary from the ""police world"" to dig a corner"
186,2181,https://esg.businesstoday.com.tw/article/category/180689/post/202209260011,全球航空業陷入困境，華航卻逆風高飛！謝世謙如何在疫情下創造商機，繳出亮眼財報？,0,"The global aviation industry is in trouble, but China Airlines flies against the wind! How did Xie Shiqian create business opportunities under the epidemic and pay a bright financial report?"
187,2078,https://esg.businesstoday.com.tw/article/category/180689/post/202208220038,越南向台灣半導體、電池廠招手　土地租金15年零元可以談！ 為何越南電動車最大咖想找台廠？,0,Vietnam can be talked about to Taiwan semiconductor and battery factory for 15 years! Why do you want to find a Taiwan factory in Vietnam's biggest coffee?
188,27,https://esg.businesstoday.com.tw/article/category/180687/post/201802070018,邁向2035 循環台灣,3,Towards 2035 cycle Taiwan
189,836,https://esg.businesstoday.com.tw/article/category/180687/post/202106020046,病例要清零，碳排也要！3000家醫療院所加入聯合國「零碳競逐」,3,"Cases should be cleared, and carbon rows must also be! 3,000 medical institutions joined the United Nations ""zero carbon competition"""
190,639,https://esg.businesstoday.com.tw/article/category/180687/post/202101280034,優等生也抗拒過ESG？台積電如何用10年時間，打造超越美、韓的綠色製造,0,Premium students have also resisted ESG? How to use TSMC for 10 years to create green manufacturing beyond the United States and South Korea
191,786,https://esg.businesstoday.com.tw/article/category/180687/post/202104220013,2021環境金害獎》點名國內五大污染公司，中油三度上榜，堪稱「污染霸主」,3,"2021 Environmental Gold Vimproach Award ""named the five major domestic pollution companies, and the oil was on the list three times."
192,1432,https://esg.businesstoday.com.tw/article/category/180688/post/202201060005,鮮乳坊4階段進攻全家咖啡龐大商機！全年營收6億元，未來還可以怎麼走？,0,"Fresh milk workshop 4 stages to attack the huge business opportunities of the whole family coffee! The annual revenue is 600 million yuan, how can I go in the future?"
193,1166,https://esg.businesstoday.com.tw/article/category/180689/post/202110250044,台泥超級電池工廠高雄動工！張安平：打造從電池、儲能、綠能一條龍的產業鏈,0,"Kaohsiung at TSM's super battery factory starts! Zhang Anping: Create an industrial chain from battery, energy storage, and green energy."
194,23,https://esg.businesstoday.com.tw/article/category/180688/post/201801170005,式微的商業道德標準,3,Micro -micro business ethics standard
195,1382,https://esg.businesstoday.com.tw/article/category/190807/post/202112220004,ESG+現場1》苗栗 大湖 台灣房屋的一萬棵樹,0,"ESG+Live 1 ""Miaoli Dahu Taiwan houses in Taiwan's houses"
196,20,https://esg.businesstoday.com.tw/article/category/180688/post/201801100035,十大傑出青年：台灣人把移工當奴隸,3,Top Ten Outstanding Young Man: Taiwanese people take migrant workers as slaves
197,1917,https://esg.businesstoday.com.tw/article/category/180689/post/202206200012,90 歲樂高仍保有「赤子之心」，持續創新的路上做了哪些事？,0,"At the age of 90, Lego still retains the ""Heart of Chizi"". What do you do on the road of continuous innovation?"
198,730,https://esg.businesstoday.com.tw/article/category/180687/post/202103240044,銘安靠塑膠分解技術讓星巴克、好市多、蘋果都指名！環保就是浪漫，他用一根吸管征服國際,0,"Ming'an rely on plastic decomposition technology to make Starbucks, Hao City, and Apple all named! Environmental protection is romance, he uses a straw to conquer the international"
199,833,https://esg.businesstoday.com.tw/article/category/180687/post/202105260037,永續海洋環境　彰化縣政府攜手地方守護海洋資源,3,Sustainable marine environment Changhua County Government and local governments to protect marine resources
200,1943,https://esg.businesstoday.com.tw/article/category/190807/post/202206300025,德國主場G7峰會動員千億美元投資開發中國家，規劃氣候基礎建設,3,The German home G7 Summit mobilizes the US $ 100 billion to invest and develop a country to plan climate infrastructure construction
201,2146,https://esg.businesstoday.com.tw/article/category/180689/post/202209140037,台積毛利率破5成，這家保健品代工廠竟達7成！娘家紅麴、滴雞精年銷12億，民視背後軍火庫曝光,0,"TSMC's gross profit margin exceeded 50 %, and this health product foundry reached 70 %! The maid's red cricket and drip chicken sold for 1.2 billion years, and the arsenal behind the civil TV was exposed"
202,638,https://esg.businesstoday.com.tw/article/category/180687/post/202101270052,長榮海運曾被挪威主權基金列黑名單，它如何成功「洗白」重獲青睞？,0,Evergreen Haiyun has been blacklisted by the Norwegian sovereign fund.
203,636,https://esg.businesstoday.com.tw/article/category/180687/post/202101280022,「誰殺了野生動物？」熱血獸醫為動物請命，成立「東部唯一」野生動物醫院：願遺憾不再,3,"""Who killed wild animals?"" The blood veterinarians asked for animals to set up ""the only"" wild animal hospital in the east: I would like to regret not"
204,1798,https://esg.businesstoday.com.tw/article/category/180688/post/202204290010,「20億退休金」群創提前發放！近5400名員工「擁這條件」就能先領回、續留公司打拼,0,"The ""2 billion pension"" group creation was distributed in advance! Nearly 5,400 employees ""have this condition"" can get back and renew the company to work hard"
205,46,https://esg.businesstoday.com.tw/article/category/180689/post/201805160020,B型企業認證的背後意義,3,The meaning of the B -type enterprise certification
206,911,https://esg.businesstoday.com.tw/article/category/190807/post/202107230037,賓士目標2030年前全面轉型電動車！400億歐元上膛,0,Mercedes -Best Target will be comprehensively transformed by 2030! Rice 40 billion euros
207,567,https://esg.businesstoday.com.tw/article/category/180687/post/202012170028,前三名竟然從缺！氣候變遷績效指標出爐：台灣吊車尾，卻贏美國、加拿大，未來關鍵減碳路徑是...,3,"The top three are missing! Climate change performance indicators are released: Taiwan cranes, but win the United States and Canada. The key carbon reduction path in the future is ..."
208,2128,https://esg.businesstoday.com.tw/article/category/180689/post/202209080027,惹惱加盟主！麥當勞續約新制上路，為何引來 9 成 5 業主不滿？連鎖餐飲的轉型挑戰,1,"Bad annoyed joining the Lord! McDonald's renewal of the new system on the road, why did it attract 95 % of the owners? Challenge of chain catering"
209,1410,https://esg.businesstoday.com.tw/article/category/180687/post/202112290049,減碳是門好生意！台灣企業零碳轉型，最缺這四類綠領人才,3,"Carbon reduction is a good business! Zero carbon transformation in Taiwan companies, the most lack of these four types of green collar talents"
210,2013,https://esg.businesstoday.com.tw/article/category/180688/post/202207270022,不以賺錢為主！減少食物浪費、愛護環境.. 家樂福「影響力永續概念店」建立了珍貴的通路新價值,0,"Do not focus on making money! Reduce food waste and care for the environment .. Carrefour's ""Influence Sustainable Concept Store"" has established precious new values ​​of channels"
211,362,https://esg.businesstoday.com.tw/article/category/180689/post/202009160045,企業個案》金屬加工機械廠千富企業　降低訂單集中風險  自創品牌成營收原動力,0,"Cases of Enterprise Cases ""Metal Processing Machinery Factory Qianfu Enterprise reduces order concentration risks and creates its own brand."
212,764,https://esg.businesstoday.com.tw/article/category/180689/post/202104140036,群創暖心催生記》男性職員帶薪「陪伴產檢假」、集中接送員工子女....照顧他們的心，比發錢更能留才,0,"""Qunchuang Heart Breeding Born"" Male employee brings paid ""accompany maternity leave"", concentrated pick -up and delivery of employees' children .... Taking care of their hearts, more than sending money"
213,2231,https://esg.businesstoday.com.tw/article/category/180689/post/202210170017,ESG大數據展現潛在風險，企業未雨綢繆實踐永續經營,0,ESG big data shows potential risks.
214,253,https://esg.businesstoday.com.tw/article/category/180687/post/202006030016,從建築找到全球暖化的新解方！以木頭造屋取代鋼筋水泥，每年可望吸收上億噸二氧化碳,3,"Find a new solution of global warming from architecture! The wooden house is replaced by the wooden house, which is expected to absorb hundreds of millions of tons of carbon dioxide each year"
215,78,https://esg.businesstoday.com.tw/article/category/180688/post/201810240011,當個環境改革者吧！,3,Be an environmental reformeer!
216,354,https://esg.businesstoday.com.tw/article/category/180687/post/202009110013,丹麥通過《氣候法案》，展現「綠色轉型」的決心！10年內減碳7成，還要課徵碳排稅,3,"Denmark shows the determination of ""green transformation"" through the ""Climate Act""! 70 % of carbon reduction within 10 years, and carbon taxes are required"
217,1478,https://esg.businesstoday.com.tw/article/category/180689/post/202201190015,鴻海、亞馬遜都相中它！成立一年空降為全球 no.4 車廠，Stellantis 是什麼來頭？,0,Hon Hai and Amazon are all in it! The one -year airborne is the global NO.4 car manufacturer. What is the head of Stellandis?
218,1549,https://esg.businesstoday.com.tw/article/category/180687/post/202202170008,科學減碳不科學？氣候組織轟SBTi淪企業漂綠平台！雀巢、IKEA遭點名,3,"Scientific carbon reduction is unscientific? Climate Organization Boom SBTI Disposal Drifting Platform! Nestlé, IKEA was named"
219,32,https://esg.businesstoday.com.tw/article/category/180688/post/201803090042,10年救千隻流浪狗，每年醫療費燒200萬...她說：看見你們撲向我，就是最幸福的事,3,"10 years to save thousands of stray dogs, and the medical expenses burned 2 million each year ... She said: Seeing you rushing to me is the happiest thing"
220,992,https://esg.businesstoday.com.tw/article/category/190807/post/202108180042,台灣大未來》不想被世界潮流淘汰？當ESG成為世界共同語言，你該問的不是「why」而是「why not」,3,"""Taiwan's Great Future"" does not want to be eliminated by the world trend? When ESG becomes a common language in the world, you should ask not to ask ""why"" but ""why not"""
221,754,https://esg.businesstoday.com.tw/article/category/180687/post/202104060022,台泥揭密藏身彰濱的MIT「虛擬電廠」，什麼來頭？再砸百億建超級電池工廠,0,"What is the head of the MIT ""virtual power plant"" hidden in Changbin, which is tightly hidden in Changbin? Small 100 billion yuan to build a super battery factory"
222,1226,https://esg.businesstoday.com.tw/article/category/180687/post/202111090008,空氣污染指數怎麼看？空污的影響遠比你想的大！這些都是空氣污染來源,3,What do you think of the air pollution index? The impact of air pollution is far greater than you think! These are the source of air pollution
223,1379,https://esg.businesstoday.com.tw/article/category/180689/post/202112220008,公司快破產，不落跑嗎？他選擇留下來，把客戶賠償金從5億殺到10萬元，從夥計變老闆！,0,"The company is about to go bankrupt and don't run away? He chose to stay, kill customer compensation from 500 million to 100,000 yuan, and changed from a boss!"
224,1537,https://esg.businesstoday.com.tw/article/category/180689/post/202202160020,目標2030 年轉型成全電動車公司！Volvo 重金打造巨型壓鑄機，專門生產新電動車,0,"Target 2030 transformed into a full electric vehicle company! VOLVO heavy money to create a giant die -casting machine, specializing in the production of new electric vehicles"
225,1403,https://esg.businesstoday.com.tw/article/category/180687/post/202112290041,富邦金攜手小智研發，把廢棄口罩變手機充電版！怎麼做到的？,0,"Fubon Jin joined hands with Xiaozhi to develop, charging the abandoned mask into the mobile phone! How to do it?"
